squaremeters,numberofrooms,hasyard,haspool,floors,citycode,citypartrange,numprevowners,made,isnewbuilt,hasstormprotector,basement,attic,garage,hasstorageroom,hasguestroom,price,hasyard_num,squaremeters_hasyard,squaremeters_numberofrooms,haspool_num,squaremeters_haspool,squaremeters_citycode,citypartrange_num,squaremeters_citypartrange,numprevowners_num,squaremeters_numprevowners,squaremeters_made,isnewbuilt_num,squaremeters_isnewbuilt,hasstormprotector_num,squaremeters_hasstormprotector,squaremeters_basement,squaremeters_attic,squaremeters_garage,hasstorageroom_num,squaremeters_hasstorageroom,hasguestroom_num,squaremeters_hasguestroom,squaremeters_squared,numberofrooms_squared,squaremeters_bin,numprevowners_bin,avg_price_citypart,avg_size_rooms,price_per_sqm,rooms_per_floor
2739,41,1,0,57,20586,3,6,1992,1,1,6996,1984,597,0,3,277462.2,1,2739,112299,0,0,56385054,2,5478,5,13695,5456088,1,2739,1,2739,19162044,5434176,1635183,0,0,3,8217,7502121,1681,small,many,5026028.922322322,47150.470588235294,101.30054764512596,0.7192982456140351
7603,47,0,0,56,90726,8,8,1999,0,0,131,3040,604,0,0,763363.9,0,0,357341,0,0,689789778,7,53221,7,53221,15198397,0,0,0,0,995993,23113120,4592212,0,0,0,0,57805609,2209,small,many,5082120.242898551,50755.84745762712,100.40298566355386,0.8392857142857143
15555,33,1,1,8,76677,5,4,2018,1,1,1635,4738,647,0,10,1564014.8,1,15555,513315,1,15555,1192710735,4,62220,3,46665,31389990,1,15555,1,15555,25432425,73699590,10064085,0,0,10,155550,241958025,1089,small,moderate,5059792.208050436,44081.009345794395,100.54739954998394,4.125
78847,12,1,0,30,58735,7,8,2005,1,0,4919,2179,424,0,8,7888002.5,1,78847,946164,0,0,4631078545,6,473082,7,551929,158088235,1,78847,0,0,387848393,171807613,33431128,0,0,8,630776,6216849409,144,xlarge,many,5069664.609451219,50767.06451612903,100.04188491635699,0.4
30596,41,0,1,69,73043,8,9,1998,1,0,6656,7128,579,0,1,3063030.8,0,0,1254436,1,30596,2234823628,7,214172,8,244768,61130808,1,30596,0,0,203646976,218088288,17715084,0,0,1,30596,936115216,1681,medium,many,5082120.242898551,47150.470588235294,100.11213230487645,0.5942028985507246
37395,88,0,0,19,17284,9,7,2018,0,1,610,9742,912,1,2,3741187.8,0,0,3290760,0,0,646335180,8,299160,6,224370,75463110,0,0,1,37395,22810950,364302090,34104240,1,37395,2,74790,1398386025,7744,medium,many,4954626.623069207,46142.33720930233,100.0451343762535,4.631578947368421
27918,42,0,1,71,88907,6,1,2016,0,1,6322,3500,222,0,2,2798713.6,0,0,1172556,1,27918,2482105626,5,139590,0,0,56282688,0,0,1,27918,176497596,97713000,6197796,0,0,2,55836,779414724,1764,medium,few,4990101.053989638,45301.42222222222,100.24763951572463,0.5915492957746479
43789,83,0,1,1,85398,1,5,2007,0,1,3713,789,998,1,8,4383378.7,0,0,3634487,1,43789,3739493022,0,0,4,175156,87884523,0,0,1,43789,162588557,34549521,43701422,1,43789,8,350312,1917476521,6889,medium,moderate,4903580.0811871225,48097.990196078434,100.10227911119232,83.0
15728,76,1,0,12,40059,9,8,2017,1,0,3436,384,253,0,5,1577515.7,1,15728,1195328,0,0,630047952,8,125824,7,110096,31723376,1,15728,0,0,54041408,6039552,3979184,0,0,5,78640,247369984,5776,small,many,4954626.623069207,49569.20430107527,100.29982833163784,6.333333333333333
74409,95,0,1,56,32424,3,10,2000,0,1,5850,1436,592,0,8,7447750.0,0,0,7068855,1,74409,2412637416,2,148818,9,669681,148818000,0,0,1,74409,435292650,106851324,44050128,0,0,8,595272,5536699281,9025,large,many,5026028.922322322,52252.58585858586,100.09205875633324,1.6964285714285714
29114,18,1,1,12,15509,1,9,1994,0,0,3591,6866,799,1,3,2919917.4,1,29114,524052,1,29114,451529026,0,0,8,232912,58053316,0,0,0,0,104548374,199896724,23262086,1,29114,3,87342,847624996,324,medium,many,4903580.0811871225,43954.57281553398,100.29255341073024,1.5
99539,34,0,1,75,88204,1,9,2021,1,0,5552,8336,919,1,3,9963045.1,0,0,3384326,1,99539,8779737956,0,0,8,796312,201168319,1,99539,0,0,552640528,829757104,91476341,1,99539,3,298617,9908012521,1156,xlarge,many,4903580.0811871225,54510.380952380954,100.09187454163694,0.4533333333333333
73748,47,0,0,72,42075,6,9,2001,1,1,6305,5609,930,1,7,7382612.1,0,0,3466156,0,0,3102947100,5,368740,8,589984,147569748,1,73748,1,73748,464981140,413652532,68585640,1,73748,7,516236,5438767504,2209,large,many,4990101.053989638,50755.84745762712,100.10592965232955,0.6527777777777778
64273,65,1,0,14,72264,7,6,2003,1,0,2525,2874,463,1,2,6433844.3,1,64273,4177745,0,0,4644624072,6,385638,5,321365,128738819,1,64273,0,0,162289325,184720602,29758399,1,64273,2,128546,4131018529,4225,large,many,5069664.609451219,51573.73,100.10182036002676,4.642857142857143
83405,16,0,0,86,19556,4,2,2000,1,1,5515,5295,550,1,6,8347406.0,0,0,1334480,0,0,1631068180,3,250215,1,83405,166810000,1,83405,1,83405,459978575,441629475,45872750,1,83405,6,500430,6956394025,256,xlarge,few,4932944.709190809,49636.40909090909,100.08280079131947,0.18604651162790697
48652,25,0,0,5,93506,5,2,1992,1,0,402,7114,468,0,9,4866264.2,0,0,1216300,0,0,4549253912,4,194608,1,48652,96914784,1,48652,0,0,19558104,346110328,22769136,0,0,9,437868,2367017104,625,medium,few,5059792.208050436,46283.2,100.02187371536628,5.0
53034,62,1,1,52,8961,9,8,2012,1,1,5609,5880,295,1,3,5312035.2,1,53034,3288108,1,53034,475237674,8,424272,7,371238,106704408,1,53034,1,53034,297467706,311839920,15645030,1,53034,3,159102,2812605156,3844,large,many,4954626.623069207,49971.87209302326,100.16282384885169,1.1923076923076923
67294,98,1,0,83,87213,6,5,2016,1,0,8838,2034,627,1,4,6737871.6,1,67294,6594812,0,0,5868911622,5,336470,4,269176,135664704,1,67294,0,0,594744372,136875996,42193338,1,67294,4,269176,4528482436,9604,large,moderate,4990101.053989638,52360.40909090909,100.12588938092549,1.180722891566265
6940,24,0,0,17,14844,7,9,2014,0,0,1437,7374,253,0,8,695809.4,0,0,166560,0,0,103017360,6,41640,8,55520,13977160,0,0,0,0,9972780,51175560,1755820,0,0,8,55520,48163600,576,small,many,5069664.609451219,48189.94782608696,100.2607204610951,1.411764705882353
74857,19,0,1,55,32561,9,5,2011,1,0,5220,5054,326,1,5,7495795.1,0,0,1422283,1,74857,2437418777,8,598856,4,299428,150537427,1,74857,0,0,390753540,378327278,24403382,1,74857,5,374285,5603570449,361,xlarge,moderate,4954626.623069207,52308.17307692308,100.13485846347035,0.34545454545454546
23365,63,1,1,53,73093,9,1,2016,1,1,8296,6639,697,0,5,2343955.6,1,23365,1471995,1,23365,1707817945,8,186920,0,0,47103840,1,23365,1,23365,193836040,155120235,16285405,0,0,5,116825,545923225,3969,small,few,4954626.623069207,51796.86915887851,100.31909265996148,1.1886792452830188
53591,91,1,0,66,13020,2,7,2008,0,1,3909,1399,804,1,7,5365278.8,1,53591,4876781,0,0,697754820,1,53591,6,321546,107610728,0,0,1,53591,209487219,74973809,43087164,1,53591,7,375137,2871995281,8281,large,many,4931873.412525252,47260.33644859813,100.11529547871844,1.378787878787879
13612,57,1,0,29,9468,5,1,2009,0,1,2371,9910,955,1,8,1367128.9,1,13612,775884,0,0,128878416,4,54448,0,0,27346508,0,0,1,13612,32274052,134894920,12999460,1,13612,8,108896,185286544,3249,small,few,5059792.208050436,45919.9898989899,100.43556420805172,1.9655172413793103
63189,4,0,0,1,82488,4,1,2004,1,1,3048,122,791,0,10,6319752.4,0,0,252756,0,0,5212334232,3,189567,0,0,126630756,1,63189,1,63189,192600072,7709058,49982499,0,0,10,631890,3992849721,16,large,few,4932944.709190809,46486.458333333336,100.01348968966118,4.0
43441,42,0,1,45,45828,5,10,2000,1,1,2301,3183,954,1,10,4349056.0,0,0,1824522,1,43441,1990814148,4,173764,9,390969,86882000,1,43441,1,43441,99957741,138272703,41442714,1,43441,10,434410,1887120481,1764,medium,many,5059792.208050436,45301.42222222222,100.11408577150618,0.9333333333333333
3995,76,0,1,56,2844,7,1,1991,0,1,6351,1647,511,1,7,406628.1,0,0,303620,1,3995,11361780,6,23970,0,0,7954045,0,0,1,3995,25372245,6579765,2041445,1,3995,7,27965,15960025,5776,small,few,5069664.609451219,49569.20430107527,101.78425531914893,1.3571428571428572
43133,81,1,0,68,81883,8,7,2016,1,0,2255,6877,214,0,6,4321653.6,1,43133,3493773,0,0,3531859439,7,301931,6,258798,86956128,1,43133,0,0,97264915,296625641,9230462,0,0,6,258798,1860455689,6561,medium,many,5082120.242898551,52930.257731958765,100.1936707393411,1.1911764705882353
90323,27,0,0,95,24112,6,6,1999,1,0,1823,2630,964,0,9,9037654.9,0,0,2438721,0,0,2177868176,5,451615,5,451615,180555677,1,90323,0,0,164658829,237549490,87071372,0,0,9,812907,8158244329,729,xlarge,many,4990101.053989638,51485.321100917434,100.05928611760017,0.28421052631578947
50164,68,0,1,17,57026,10,6,1995,1,0,5797,3839,454,1,10,5022955.5,0,0,3411152,1,50164,2860652264,9,451476,5,250820,100077180,1,50164,0,0,290800708,192579596,22774456,1,50164,10,501640,2516426896,4624,large,many,4978566.710358566,51759.07142857143,100.1306813651224,4.0
38713,64,1,0,13,16798,5,7,2002,1,1,253,1791,463,1,3,3876407.2,1,38713,2477632,0,0,650300974,4,154852,6,232278,77503426,1,38713,1,38713,9794389,69334983,17924119,1,38713,3,116139,1498696369,4096,medium,many,5059792.208050436,48730.85585585586,100.13192467646527,4.923076923076923
5140,35,0,0,83,8869,3,2,2006,1,1,3465,7684,882,1,0,515580.6,0,0,179900,0,0,45586660,2,10280,1,5140,10310840,1,5140,1,5140,17810100,39495760,4533480,1,5140,0,0,26419600,1225,small,few,5026028.922322322,50742.40776699029,100.30750972762645,0.42168674698795183
64827,50,1,1,54,18952,4,6,1999,1,1,8197,760,690,0,2,6491283.9,1,64827,3241350,1,64827,1228601304,3,194481,5,324135,129589173,1,64827,1,64827,531386919,49268520,44730630,0,0,2,129654,4202539929,2500,large,many,4932944.709190809,51185.91588785047,100.13241242075063,0.9259259259259259
34956,3,1,1,93,64314,7,8,2003,1,1,7769,5202,849,0,10,3508101.3,1,34956,104868,1,34956,2248160184,6,209736,7,244692,70016868,1,34956,1,34956,271573164,181841112,29677644,0,0,10,349560,1221921936,9,medium,many,5069664.609451219,49232.99137931035,100.35762959148643,0.03225806451612903
87810,52,1,0,76,52923,6,4,2015,1,1,805,6407,488,0,2,8793955.5,1,87810,4566120,0,0,4647168630,5,439050,3,263430,176937150,1,87810,1,87810,70687050,562598670,42851280,0,0,2,175620,7710596100,2704,xlarge,moderate,4990101.053989638,52544.26373626374,100.14754014349163,0.6842105263157895
46349,76,0,0,24,64904,9,9,2005,1,0,8950,1604,131,1,8,4636590.5,0,0,3522524,0,0,3008235496,8,370792,8,370792,92929745,1,46349,0,0,414823550,74343796,6071719,1,46349,8,370792,2148229801,5776,medium,many,4954626.623069207,49569.20430107527,100.03647327881939,3.1666666666666665
96704,63,0,0,61,78651,8,9,2009,1,1,6136,7497,824,1,1,9672864.9,0,0,6092352,0,0,7605866304,7,676928,8,773632,194278336,1,96704,1,96704,593375744,724989888,79684096,1,96704,1,96704,9351663616,3969,xlarge,many,5082120.242898551,51796.86915887851,100.02548912144276,1.0327868852459017
57314,63,0,0,60,68470,9,7,2011,0,1,5477,9367,681,0,1,5733991.1,0,0,3610782,0,0,3924289580,8,458512,6,343884,115258454,0,0,1,57314,313908778,536860238,39030834,0,0,1,57314,3284894596,3969,large,many,4954626.623069207,51796.86915887851,100.04520884949575,1.05
42421,69,1,0,24,80196,5,8,2021,0,1,86,4341,521,0,8,4246970.1,1,42421,2927049,0,0,3401994516,4,169684,7,296947,85732841,0,0,1,42421,3648206,184149561,22101341,0,0,8,339368,1799541241,4761,medium,many,5059792.208050436,48545.50505050505,100.11480398859055,2.875
36442,45,1,0,78,92517,6,4,2019,0,1,1040,7933,293,1,1,3653630.9,1,36442,1639890,0,0,3371504514,5,182210,3,109326,73576398,0,0,1,36442,37899680,289094386,10677506,1,36442,1,36442,1328019364,2025,medium,moderate,4990101.053989638,55223.88181818182,100.25879205312552,0.5769230769230769
46301,83,0,0,57,19297,8,7,1991,1,0,7625,9075,483,0,4,4631982.1,0,0,3842983,0,0,893470397,7,324107,6,277806,92185291,1,46301,0,0,353045125,420181575,22363383,0,0,4,185204,2143782601,6889,medium,many,5082120.242898551,48097.990196078434,100.04064923003823,1.456140350877193
13522,4,0,0,74,84593,3,10,2021,0,1,2985,4037,161,1,7,1354750.1,0,0,54088,0,0,1143866546,2,27044,9,121698,27327962,0,0,1,13522,40363170,54588314,2177042,1,13522,7,94654,182844484,16,small,many,5026028.922322322,46486.458333333336,100.18858896612927,0.05405405405405406
83088,22,0,0,64,39738,6,4,2004,0,1,2405,6251,457,1,7,8315132.4,0,0,1827936,0,0,3301750944,5,415440,3,249264,166508352,0,0,1,83088,199826640,519383088,37971216,1,83088,7,581616,6903615744,484,xlarge,moderate,4990101.053989638,53087.0,100.07621317157712,0.34375
18019,89,0,0,17,27629,2,6,2006,0,1,5047,8039,911,1,6,1803675.6,0,0,1603691,0,0,497846951,1,18019,5,90095,36146114,0,0,1,18019,90941893,144854741,16415309,1,18019,6,108114,324684361,7921,small,many,4931873.412525252,54611.11111111111,100.09854042954659,5.235294117647059
29637,21,1,0,80,70145,7,9,1998,0,0,9015,6762,303,0,0,2973981.8,1,29637,622377,0,0,2078887365,6,177822,8,237096,59214726,0,0,0,0,267177555,200405394,8980011,0,0,0,0,878351769,441,medium,many,5069664.609451219,49824.221153846156,100.34692445254242,0.2625
88231,33,1,0,31,51971,9,8,2009,0,1,4448,5611,704,1,1,8827270.9,1,88231,2911623,0,0,4585453301,8,705848,7,617617,177256079,0,0,1,88231,392451488,495064141,62114624,1,88231,1,88231,7784709361,1089,xlarge,many,4954626.623069207,44081.009345794395,100.04727250059503,1.064516129032258
99478,86,1,0,12,29401,8,1,2013,1,0,5259,998,260,0,5,9953158.3,1,99478,8555108,0,0,2924752678,7,696346,0,0,200249214,1,99478,0,0,523154802,99279044,25864280,0,0,5,497390,9895872484,7396,xlarge,few,5082120.242898551,48497.357142857145,100.05386417097249,7.166666666666667
25207,65,0,1,25,31694,10,6,1997,1,0,4,8996,930,0,3,2527273.7,0,0,1638455,1,25207,798910658,9,226863,5,126035,50338379,1,25207,0,0,100828,226762172,23442510,0,0,3,75621,635392849,4225,medium,many,4978566.710358566,51573.73,100.26078866981395,2.6
89622,93,0,0,40,75385,5,5,2017,0,1,2864,5547,607,1,9,8965091.7,0,0,8334846,0,0,6756154470,4,358488,4,358488,180767574,0,0,1,89622,256677408,497133234,54400554,1,89622,9,806598,8032102884,8649,xlarge,moderate,5059792.208050436,45975.0,100.03226551516367,2.325
35082,21,1,1,52,89634,2,6,1990,1,1,6916,1771,148,0,7,3516840.0,1,35082,736722,1,35082,3144539988,1,35082,5,175410,69813180,1,35082,1,35082,242627112,62130222,5192136,0,0,7,245574,1230746724,441,medium,many,4931873.412525252,49824.221153846156,100.24628014366341,0.40384615384615385
91104,35,0,1,25,99363,7,5,1991,0,0,5289,7715,825,1,10,9116835.1,0,0,3188640,1,91104,9052366752,6,546624,4,364416,181388064,0,0,0,0,481849056,702867360,75160800,1,91104,10,911040,8299938816,1225,xlarge,moderate,5069664.609451219,50742.40776699029,100.07063465929048,1.4
68046,66,1,0,80,3594,4,10,1997,1,1,1353,6033,366,1,3,6818141.7,1,68046,4491036,0,0,244557324,3,204138,9,612414,135887862,1,68046,1,68046,92066238,410521518,24904836,1,68046,3,204138,4630258116,4356,large,many,4932944.709190809,49749.943181818184,100.19900802398378,0.825
32604,51,1,0,38,85386,1,5,2009,0,1,2030,6606,135,0,2,3263791.9,1,32604,1662804,0,0,2783925144,0,0,4,130416,65501436,0,0,1,32604,66186120,215382024,4401540,0,0,2,65208,1063020816,2601,medium,moderate,4903580.0811871225,51792.52,100.1040332474543,1.3421052631578947
65825,55,0,0,45,46451,8,2,2007,0,0,4711,7569,311,0,3,6586250.7,0,0,3620375,0,0,3057637075,7,460775,1,65825,132110775,0,0,0,0,310101575,498229425,20471575,0,0,3,197475,4332930625,3025,large,few,5082120.242898551,58222.87155963303,100.05697987086974,1.2222222222222223
61543,22,0,1,11,95902,7,4,2017,1,0,3733,9677,614,0,5,6158002.7,0,0,1353946,1,61543,5902096786,6,369258,3,184629,124132231,1,61543,0,0,229740019,595551611,37787402,0,0,5,307715,3787540849,484,large,moderate,5069664.609451219,53087.0,100.06016443787271,2.0
25004,61,0,0,56,10743,6,1,2019,1,0,8370,8470,888,0,10,2506029.9,0,0,1525244,0,0,268617972,5,125020,0,0,50483076,1,25004,0,0,209283480,211783880,22203552,0,0,10,250040,625200016,3721,small,few,4990101.053989638,46346.84,100.2251599744041,1.0892857142857142
41524,98,1,1,97,82133,5,7,2016,1,1,3636,7992,509,0,1,4163553.6,1,41524,4069352,1,41524,3410490692,4,166096,6,249144,83712384,1,41524,1,41524,150981264,331859808,21135716,0,0,1,41524,1724242576,9604,medium,many,5059792.208050436,52360.40909090909,100.26860610731144,1.0103092783505154
32602,47,1,0,43,28720,4,2,1996,0,0,9723,3796,664,0,5,3267427.6,1,32602,1532294,0,0,936329440,3,97806,1,32602,65073592,0,0,0,0,316989246,123757192,21647728,0,0,5,163010,1062890404,2209,medium,few,4932944.709190809,50755.84745762712,100.22169192074107,1.0930232558139534
17648,25,0,0,11,47596,1,1,2012,1,1,7702,4829,540,1,10,1765902.2,0,0,441200,0,0,839974208,0,0,0,0,35507776,1,17648,1,17648,135924896,85222192,9529920,1,17648,10,176480,311451904,625,small,few,4903580.0811871225,46283.2,100.06245466908432,2.272727272727273
7935,37,0,0,93,17121,10,4,2010,0,1,2492,9225,628,1,10,803701.0,0,0,293595,0,0,135855135,9,71415,3,23805,15949350,0,0,1,7935,19774020,73200375,4983180,1,7935,10,79350,62964225,1369,small,moderate,4978566.710358566,51394.142857142855,101.28557025834908,0.3978494623655914
11498,38,0,1,41,31410,6,2,2009,1,0,4035,3086,699,0,5,1154978.9,0,0,436924,1,11498,361152180,5,57490,1,11498,23099482,1,11498,0,0,46394430,35482828,8037102,0,0,5,57490,132204004,1444,small,few,4990101.053989638,53917.017857142855,100.45041746390676,0.926829268292683
69482,42,1,0,94,36004,6,1,2012,1,0,7285,1089,751,0,1,6957177.2,1,69482,2918244,0,0,2501629928,5,347410,0,0,139797784,1,69482,0,0,506176370,75665898,52180982,0,0,1,69482,4827748324,1764,large,few,4990101.053989638,45301.42222222222,100.12920180766243,0.44680851063829785
61647,46,1,0,43,64030,1,10,2019,1,0,1313,5453,803,0,10,6172515.9,1,61647,2835762,0,0,3947257410,0,0,9,554823,124465293,1,61647,0,0,80942511,336161091,49502541,0,0,10,616470,3800352609,2116,large,many,4903580.0811871225,51354.06122448979,100.12678475838241,1.069767441860465
87500,29,1,0,1,61445,4,4,2013,0,0,4042,9438,120,0,1,8754886.3,1,87500,2537500,0,0,5376437500,3,262500,3,262500,176137500,0,0,0,0,353675000,825825000,10500000,0,0,1,87500,7656250000,841,xlarge,moderate,4932944.709190809,50130.12359550562,100.05584342857144,29.0
14878,39,0,1,18,56764,5,10,2012,1,1,436,6690,650,0,4,1491712.2,0,0,580242,1,14878,844534792,4,59512,9,133902,29934536,1,14878,1,14878,6486808,99533820,9670700,0,0,4,59512,221354884,1521,small,many,5059792.208050436,45618.045454545456,100.26295200967871,2.1666666666666665
43872,12,1,1,95,7643,5,9,1993,1,0,1295,9775,599,0,7,4402358.3,1,43872,526464,1,43872,335313696,4,175488,8,350976,87436896,1,43872,0,0,56814240,428848800,26279328,0,0,7,307104,1924752384,144,medium,many,5059792.208050436,50767.06451612903,100.34551194383661,0.12631578947368421
8413,19,0,1,88,74038,5,9,2002,0,1,2918,9512,446,0,6,849213.2,0,0,159847,1,8413,622881694,4,33652,8,67304,16842826,0,0,1,8413,24549134,80024456,3752198,0,0,6,50478,70778569,361,small,many,5059792.208050436,52308.17307692308,100.94059194104362,0.2159090909090909
44120,42,0,1,66,82323,1,1,1994,0,0,1680,1125,342,1,7,4420400.4,0,0,1853040,1,44120,3632090760,0,0,0,0,87975280,0,0,0,0,74121600,49635000,15089040,1,44120,7,308840,1946574400,1764,medium,few,4903580.0811871225,45301.42222222222,100.19039891205803,0.6363636363636364
68528,34,1,0,78,23274,1,1,1997,0,1,8731,8777,418,1,4,6864016.7,1,68528,2329952,0,0,1594920672,0,0,0,0,136850416,0,0,1,68528,598317968,601470256,28644704,1,68528,4,274112,4696086784,1156,large,few,4903580.0811871225,54510.380952380954,100.16368053934158,0.4358974358974359
4293,1,0,1,87,65888,8,3,2014,0,0,6852,4574,723,0,0,438335.4,0,0,4293,1,4293,282857184,7,30051,2,8586,8646102,0,0,0,0,29415636,19636182,3103839,0,0,0,0,18429849,1,small,moderate,5082120.242898551,45219.70114942529,102.1046820405311,0.011494252873563218
64013,22,0,0,59,37935,2,8,2007,0,1,4357,492,261,1,0,6404986.7,0,0,1408286,0,0,2428333155,1,64013,7,448091,128474091,0,0,1,64013,278904641,31494396,16707393,1,64013,0,0,4097664169,484,large,many,4931873.412525252,53087.0,100.05759298892413,0.3728813559322034
44911,33,0,0,56,3014,10,6,2001,1,1,8835,9875,559,1,0,4495840.1,0,0,1482063,0,0,135361754,9,404199,5,224555,89866911,1,44911,1,44911,396788685,443496125,25105249,1,44911,0,0,2016997921,1089,medium,many,4978566.710358566,44081.009345794395,100.10554429872414,0.5892857142857143
68647,50,0,0,31,12041,10,2,2010,0,0,8784,6571,730,0,6,6867106.0,0,0,3432350,0,0,826578527,9,617823,1,68647,137980470,0,0,0,0,602995248,451079437,50112310,0,0,6,411882,4712410609,2500,large,few,4978566.710358566,51185.91588785047,100.03504887322097,1.6129032258064515
76256,38,0,1,32,55125,7,7,2021,0,1,2887,5743,178,0,4,7631297.1,0,0,2897728,1,76256,4203612000,6,457536,6,457536,154113376,0,0,1,76256,220151072,437938208,13573568,0,0,4,305024,5814977536,1444,xlarge,many,5069664.609451219,53917.017857142855,100.0747101867394,1.1875
36417,62,0,1,70,68060,1,10,2021,0,1,5756,7023,721,0,6,3650549.1,0,0,2257854,1,36417,2478541020,0,0,9,327753,73598757,0,0,1,36417,209616252,255756591,26256657,0,0,6,218502,1326197889,3844,medium,many,4903580.0811871225,49971.87209302326,100.24299365680864,0.8857142857142857
69901,69,1,0,28,67774,8,5,2009,0,1,3492,2440,833,1,1,6996565.9,1,69901,4823169,0,0,4737470374,7,489307,4,279604,140431109,0,0,1,69901,244094292,170558440,58227533,1,69901,1,69901,4886149801,4761,large,moderate,5082120.242898551,48545.50505050505,100.09250082259196,2.4642857142857144
6478,66,0,1,33,95335,9,6,1994,1,1,4780,920,905,0,6,652595.4,0,0,427548,1,6478,617580130,8,51824,5,32390,12917132,1,6478,1,6478,30964840,5959760,5862590,0,0,6,38868,41964484,4356,small,many,4954626.623069207,49749.943181818184,100.74025933930226,2.0
69242,1,0,1,83,68161,2,9,2014,1,1,772,1479,153,0,0,6936087.4,0,0,69242,1,69242,4719603962,1,69242,8,553936,139453388,1,69242,1,69242,53454824,102408918,10594026,0,0,0,0,4794454564,1,large,many,4931873.412525252,45219.70114942529,100.17167903873373,0.012048192771084338
31601,70,0,0,35,63409,6,1,2018,1,1,6203,6654,678,0,4,3163556.8,0,0,2212070,0,0,2003787809,5,158005,0,0,63770818,1,31601,1,31601,196021003,210273054,21425478,0,0,4,126404,998623201,4900,medium,few,4990101.053989638,52134.0412371134,100.10938894338786,2.0
50294,30,0,1,64,23861,8,2,2006,1,0,7052,6277,959,0,10,5034657.6,0,0,1508820,1,50294,1200065134,7,352058,1,50294,100889764,1,50294,0,0,354673288,315695438,48231946,0,0,10,502940,2529486436,900,large,few,5082120.242898551,52962.299065420564,100.10453732055512,0.46875
255,62,1,1,77,68676,2,2,2015,1,0,2522,1313,776,0,5,34291.5,1,255,15810,1,255,17512380,1,255,1,255,513825,1,255,0,0,643110,334815,197880,0,0,5,1275,65025,3844,small,few,4931873.412525252,49971.87209302326,134.4764705882353,0.8051948051948052
27060,39,0,0,90,65435,1,7,2007,1,1,6939,379,570,0,7,2710700.7,0,0,1055340,0,0,1770671100,0,0,6,162360,54309420,1,27060,1,27060,187769340,10255740,15424200,0,0,7,189420,732243600,1521,medium,many,4903580.0811871225,45618.045454545456,100.17371396895788,0.43333333333333335
43140,6,1,1,53,29151,5,10,1992,1,1,3056,6995,743,0,6,4322399.2,1,43140,258840,1,43140,1257574140,4,172560,9,388260,85934880,1,43140,1,43140,131835840,301764300,32053020,0,0,6,258840,1861059600,36,medium,many,5059792.208050436,50398.18823529412,100.1946963375058,0.11320754716981132
63717,7,0,0,89,47370,10,6,2011,1,0,4419,2071,221,0,8,6379454.1,0,0,446019,0,0,3018274290,9,573453,5,318585,128134887,1,63717,0,0,281565423,131957907,14081457,0,0,8,509736,4059856089,49,large,many,4978566.710358566,47766.854368932036,100.12169593672017,0.07865168539325842
40310,75,1,1,52,76234,5,8,2006,1,1,1295,9714,654,1,4,4041851.6,1,40310,3023250,1,40310,3072992540,4,161240,7,282170,80861860,1,40310,1,40310,52201450,391571340,26362740,1,40310,4,161240,1624896100,5625,medium,many,5059792.208050436,45973.42857142857,100.26920367154553,1.4423076923076923
8904,96,1,1,37,47762,5,9,2016,0,0,173,6306,120,0,8,895624.6,1,8904,854784,1,8904,425272848,4,35616,8,71232,17950464,0,0,0,0,1540392,56148624,1068480,0,0,8,71232,79281216,9216,small,many,5059792.208050436,48098.66346153846,100.58676999101527,2.5945945945945947
90633,92,1,1,81,87006,6,1,2006,0,0,650,998,206,0,7,9072944.6,1,90633,8338236,1,90633,7885614798,5,453165,0,0,181809798,0,0,0,0,58911450,90451734,18670398,0,0,7,634431,8214340689,8464,xlarge,few,4990101.053989638,51142.06,100.10641377864575,1.1358024691358024
6570,63,1,0,81,64028,4,10,2018,1,0,5696,7493,894,1,1,667494.8,1,6570,413910,0,0,420663960,3,19710,9,59130,13258260,1,6570,0,0,37422720,49229010,5873580,1,6570,1,6570,43164900,3969,small,many,4932944.709190809,51796.86915887851,101.59738203957383,0.7777777777777778
3011,48,1,0,42,78036,5,8,2020,0,1,7963,2257,185,0,0,305014.0,1,3011,144528,0,0,234966396,4,12044,7,21077,6082220,0,0,1,3011,23976593,6795827,557035,0,0,0,0,9066121,2304,small,many,5059792.208050436,51258.17346938775,101.29990036532713,1.1428571428571428
16251,54,1,0,71,18325,3,2,2000,0,1,260,6657,945,1,0,1629387.0,1,16251,877554,0,0,297799575,2,32502,1,16251,32502000,0,0,1,16251,4225260,108182907,15357195,1,16251,0,0,264095001,2916,small,few,5026028.922322322,52975.15503875969,100.26379915082148,0.7605633802816901
72165,56,0,0,22,7182,8,3,2004,0,0,9444,8701,975,1,0,7218838.4,0,0,4041240,0,0,518289030,7,505155,2,144330,144618660,0,0,0,0,681526260,627907665,70360875,1,72165,0,0,5207787225,3136,large,moderate,5082120.242898551,49585.644230769234,100.03240351971178,2.5454545454545454
2005,45,0,1,67,48091,9,1,1997,1,1,8149,7896,600,1,5,207531.7,0,0,90225,1,2005,96422455,8,16040,0,0,4003985,1,2005,1,2005,16338745,15831480,1203000,1,2005,5,10025,4020025,2025,small,few,4954626.623069207,55223.88181818182,103.50708229426435,0.6716417910447762
18240,36,0,0,98,61330,4,9,2018,0,1,7451,832,311,0,1,1828031.8,0,0,656640,0,0,1118659200,3,54720,8,145920,36808320,0,0,1,18240,135906240,15175680,5672640,0,0,1,18240,332697600,1296,small,many,4932944.709190809,51370.21782178218,100.22104166666666,0.3673469387755102
